tax	COT1	COT2	COT3	COT4	COT5	ICO1	OUT1	OUT2	OUT3	OUT4	total
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas japonensis	19	29	15	16	20	10	10	4	10	8	27
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas kalamensis	2	0	0	0	1	0	0	1	1	1	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas kaohsiungensis	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas mexicana	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas sangjuensis	9	2	1	0	1	0	1	0	0	0	9
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas spadix	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas suwonensis	0	1	0	0	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas taiwanensis	14	15	19	24	16	1	1	3	1	2	16
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas wuyuanensis	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Rehaibacterium;Rehaibacterium terrae	1	0	0	0	0	0	0	2	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Silanimonas;Silanimonas algicola	19	7	13	40	40	137	106	108	54	92	111
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Silanimonas;Silanimonas lenta	186	7	0	9	42	0	9	7	54	32	218
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Silanimonas;Silanimonas mangrovi	5	0	1	0	0	0	2	3	3	5	10
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;[Pseudomonas] hibiscicola	67	0	3	0	16	0	0	0	0	3	70
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas acidaminiphila	13	2	0	5	3	0	4	16	9	7	20
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas bentonitica	10	4	2	8	8	14	4	6	5	3	13
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas cyclobalanopsidis	11	1	1	1	2	0	0	0	0	0	11
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas daejeonensis	1	0	0	0	0	4	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas ginsengisoli	0	0	2	0	0	0	0	1	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas koreensis	0	0	0	0	0	0	1	1	0	2	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas lactitubi	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas maltophilia	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas panacihumi	39	4	4	3	10	0	20	14	10	8	47
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas pictorum	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas rhizophila	0	1	2	2	5	0	1	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Thermomonas;Thermomonas aquatica	3	0	0	0	0	0	0	1	0	0	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Thermomonas;Thermomonas beijingensis	0	0	1	1	0	0	0	0	2	5	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Thermomonas;Thermomonas brevis	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Thermomonas;Thermomonas carbonis	3	0	1	0	0	0	0	0	0	0	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Thermomonas;Thermomonas fusca	4	0	0	4	1	0	0	0	0	2	6
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Thermomonas;Thermomonas haemolytica	41	2	3	6	0	2	0	3	2	1	42
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Thermomonas;Thermomonas hydrothermalis	18	10	10	3	6	5	11	16	17	23	41
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Thermomonas;Thermomonas koreensis	0	0	0	0	2	0	1	1	5	3	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Vulcaniibacterium;Vulcaniibacterium gelatinicum	1	3	2	3	0	0	0	0	0	2	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Vulcaniibacterium;Vulcaniibacterium tengchongense	8	4	1	1	2	0	1	0	0	1	9
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Vulcaniibacterium;Vulcaniibacterium thermophilum	12	2	3	3	4	2	5	17	6	5	17
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas bonasiae	1	0	0	0	1	1	1	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas citri	4	3	4	1	4	0	2	0	5	1	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas hyacinthi	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas hydrangeae	0	0	0	12	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas sacchari	13	0	0	0	0	0	0	8	0	0	13
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas theicola	15	20	14	17	15	1	2	2	7	3	18
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas translucens	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xylella;Xylella fastidiosa	12	18	12	17	11	14	12	9	7	10	22
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Aerosticca;Aerosticca soli	2	0	0	2	3	0	1	3	2	2	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Ahniella;Ahniella affigens	18	4	1	8	19	0	4	6	4	2	20
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Aquimonas;Aquimonas voraii	5	0	3	2	0	0	0	1	0	2	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Chiayiivirga;Chiayiivirga flava	1	2	0	0	1	0	0	1	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dokdonella;Dokdonella fugitiva	0	0	0	0	0	0	1	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dokdonella;Dokdonella ginsengisoli	3	0	2	4	1	0	1	0	0	1	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dokdonella;Dokdonella immobilis	6	3	1	4	1	1	3	0	2	1	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dokdonella;Dokdonella koreensis	1	0	1	0	0	0	1	1	0	1	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dokdonella;Dokdonella kunshanensis	0	1	3	0	0	1	8	6	6	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dokdonella;Dokdonella soli	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella acidisoli	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella agri	1	0	0	1	0	5	0	3	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella caseinilytica	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella dinghuensis	2	0	3	0	1	0	0	2	4	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella flagellata	0	2	1	0	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella flava	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella ginsengisoli	9	0	0	0	0	0	0	0	0	0	9
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella japonica	4	9	0	0	0	0	0	0	0	0	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella marensis	0	0	1	0	0	0	0	0	0	3	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella psychrodurans	0	0	0	0	0	0	5	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella solisilvae	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella telluris	1	2	0	4	1	0	0	4	4	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella thiooxydans	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Frateuria;Frateuria aurantia	4	3	0	3	2	3	4	2	0	1	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Frateuria;Frateuria flava	0	0	0	0	0	0	10	3	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Fulvimonas;Fulvimonas soli	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Luteibacter;Luteibacter jiangsuensis	1	0	1	0	2	1	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Luteibacter;Luteibacter rhizovicinus	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Luteibacter;Luteibacter yeojuensis	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Metallibacterium;Metallibacterium scheffleri	23	1	4	4	5	0	1	4	2	4	27
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Mizugakiibacter;Mizugakiibacter sediminis	9	11	10	11	9	0	4	4	4	3	12
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Oleiagrimonas;Oleiagrimonas soli	23	24	19	49	31	4	9	2	9	8	31
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Pinirhizobacter;Pinirhizobacter soli	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Pseudofulvimonas;Pseudofulvimonas gallinarii	0	0	0	1	1	1	1	2	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter;Rhodanobacter aciditrophus	2	2	2	1	0	1	2	2	0	1	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter;Rhodanobacter ginsengisoli	0	1	0	0	0	0	0	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter;Rhodanobacter humi	4	0	1	1	3	0	0	0	0	0	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter;Rhodanobacter terrae	0	0	0	0	1	0	0	0	1	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rudaea;Rudaea cellulosilytica	3	0	2	1	1	1	3	6	0	2	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Tahibacter;Tahibacter aquaticus	1	1	0	4	2	0	0	1	0	1	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Tahibacter;Tahibacter caeni	25	30	48	53	25	154	91	36	55	39	64
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylicorpusculum;Methylicorpusculum oleiharenae	0	0	0	1	0	0	0	1	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter luteus	3	0	0	3	0	0	0	0	0	0	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter marinus	0	1	0	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter psychrophilus	2	0	5	6	6	0	2	2	1	14	16
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter tundripaludum	0	0	0	0	0	0	0	2	0	4	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter whittenburyi	0	3	2	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum gracile	2	2	0	1	6	0	0	1	1	1	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum marinum	1	0	1	3	6	3	1	0	0	6	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum szegediense	4	1	2	2	3	0	2	1	5	3	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum tepidum	0	1	1	1	2	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;Methylococcus capsulatus	7	20	14	11	19	6	20	5	5	2	9
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;Methylococcus geothermalis	0	3	6	12	8	3	2	0	1	2	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;Methylococcus thermophilus	4	11	10	7	6	3	9	2	1	1	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocucumis;Methylocucumis oryzae	2	5	9	11	4	12	1	1	3	5	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylogaea;Methylogaea oryzae	2	4	6	7	15	1	8	2	2	3	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloglobulus;Methyloglobulus morosus	4	3	5	4	9	9	13	3	4	5	9
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomagnum;Methylomagnum ishizawai	7	8	9	8	4	32	4	5	10	5	12
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomarinum;Methylomarinum vadi	5	2	2	5	2	0	8	4	1	5	10
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium;Methylomicrobium agile	15	18	23	7	27	2	0	9	8	0	15
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium;Methylomicrobium album	0	0	0	10	0	19	0	0	5	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium;Methylomicrobium lacus	15	14	23	21	31	28	26	13	14	23	38
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas albis	7	7	8	12	13	8	10	4	7	28	35
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas koyamae	22	13	18	37	27	13	22	6	1	12	34
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas lenta	0	0	0	0	8	5	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas methanica	0	0	0	0	2	0	0	0	4	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas paludis	14	13	22	13	23	4	16	9	20	42	56
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas rhizoryzae	1	2	13	10	11	6	9	0	3	14	15
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas rubra	5	6	3	4	8	12	4	0	8	7	12
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas scandinavica	0	2	0	0	0	0	0	0	2	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloparacoccus;Methyloparacoccus murrellii	3	6	10	12	4	1	10	0	3	5	8
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloprofundus;Methyloprofundus sedimenti	4	5	8	2	2	20	56	7	7	17	21
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylosarcina;Methylosarcina fibrata	0	6	0	5	9	0	0	0	3	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylosarcina;Methylosarcina quisquiliarum	0	0	2	2	1	1	1	0	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylosoma;Methylosoma difficile	1	0	2	3	1	0	2	0	1	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylosphaera;Methylosphaera hansonii	1	0	2	2	1	0	3	4	1	1	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloterricola;Methyloterricola oryzae	12	9	10	15	12	18	13	14	37	15	27
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylotuvimicrobium;Methylotuvimicrobium buryatense	5	6	2	1	5	0	0	1	0	2	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylotuvimicrobium;Methylotuvimicrobium kenyense	0	0	4	4	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylotuvimicrobium;Methylotuvimicrobium pelagicum	5	11	12	10	12	1	4	4	6	0	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;Methylovulum miyakonense	16	25	57	16	34	254	139	31	58	58	74
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;Methylovulum psychrotolerans	8	6	5	9	6	0	1	3	3	4	12
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylothermaceae;Methylohalobius;Methylohalobius crimeensis	0	1	0	3	0	0	0	0	1	2	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylothermaceae;Methylomarinovum;Methylomarinovum caldicuralii	16	7	3	9	9	0	2	2	5	0	16
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylothermaceae;Methylothermus;Methylothermus subterraneus	0	0	0	3	0	0	0	1	3	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylohalomonadales;Methylohalomonadaceae;Methylohalomonas;Methylohalomonas lacus	9	9	3	3	6	0	1	1	0	2	11
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter albensis	185	1	18	0	4	7	0	2	12	2	187
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter antiviralis	9	0	7	0	3	0	0	5	2	0	9
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter baumannii	78	0	3	3	3	1	0	0	4	2	80
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter baylyi	9	0	2	1	0	17	13	0	7	3	12
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter bereziniae	5	0	0	0	0	0	0	0	0	0	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter bouvetii	13	4	2	1	0	0	1	1	2	2	15
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter brisouii	70	0	4	0	2	1	1	5	12	7	77
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus	0	0	0	0	0	1	0	2	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter chinensis	13	0	4	0	4	1	9	4	3	3	16
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter defluvii	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter dispersus	0	0	0	0	0	3	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter gandensis	2	0	1	0	0	0	0	0	1	1	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter gerneri	3	1	2	0	2	2	0	1	0	0	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter guerrae	9	0	0	0	0	0	0	0	0	0	9
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter guillouiae	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter haemolyticus	12	0	4	0	0	0	0	0	4	0	12
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter halotolerans	23	0	3	0	0	3	11	0	0	0	23
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter harbinensis	0	0	1	0	0	0	0	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter ihumii	5	0	0	0	0	0	0	0	0	0	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter indicus	2	0	0	0	4	0	0	0	4	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii	0	0	0	0	0	1	0	0	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter junii	91	2	87	5	12	18	13	0	39	18	109
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter kookii	36	0	2	0	1	15	5	1	1	4	40
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter kyonggiensis	0	0	0	0	0	2	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter lactucae	5	0	2	0	0	0	0	0	1	1	6
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter lanii	0	13	0	0	0	0	6	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter larvae	2	3	1	0	1	0	0	3	3	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter marinus	3	0	1	0	2	1	0	0	0	1	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter movanagherensis	10	0	0	0	0	0	0	0	0	0	10
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter oleivorans	5	2	2	2	2	1	0	0	0	1	6
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter oryzae	19	3	10	8	4	4	8	1	2	8	27
